ID,MODEL_NO,DIMAID,WID,AIRLINE,AIRCRAFT_TYPE,REGISTRATION,DESCRIPTION,SIZE,PRICE,SHIPPING,TAX,COMPANY,ORDEREDFROM,DATEOFORDER,HangarClub,PictureID
4501,HC-046B,,35858,United,DC8-50,N8046U,Aeroclassics United DC-8-54F 1:400 HC-046B Stars and Bars - Air Freighter.Exclusive for the 400scale Hangar Club. N8046U,1:400,39.0,2.0,0.0,AEROCLASSICS,HANGAR CLUB,2013-04-14,True,4456.0
4502,HC-046A,,35857,United,DC8-50,N8047U,Aeroclassics United DC-8-54F 1:400 HC-046A - ID#35857 Mainliner Livery - Jet Freighter. Exclusive for the 400scale Hangar Club. N8047U,1:400,39.0,2.0,0.0,AEROCLASSICS,HANGAR CLUB,2013-04-14,True,4455.0
4503,HC-046B,,35858,United,DC8-50,N8046U,Aeroclassics United DC-8-54F 1:400 HC-046B Stars and Bars - Air Freighter.Exclusive for the 400scale Hangar Club. N8046U,1:400,39.0,2.0,0.0,AEROCLASSICS,HANGAR CLUB,2013-04-14,True,4456.0
4504,HC-046A,,35857,United,DC8-50,N8047U,Aeroclassics United DC-8-54F 1:400 HC-046A - ID#35857 Mainliner Livery - Jet Freighter. Exclusive for the 400scale Hangar Club. N8047U,1:400,39.0,2.0,0.0,AEROCLASSICS,HANGAR CLUB,2013-04-14,True,4455.0
4505,HC-046B,,35858,United,DC8-50,N8046U,Aeroclassics United DC-8-54F 1:400 HC-046B Stars and Bars - Air Freighter.Exclusive for the 400scale Hangar Club. N8046U,1:400,39.0,2.0,0.0,AEROCLASSICS,HANGAR CLUB,2013-04-14,True,4456.0
4507,DRW55430,3390.0,3390,PANAM,B727,N319PA,Dragon Wings Pan American World Airways B 727-021 1:400 - 55430 - ID#3390 ; 1970s  Colors. Named  Jet Clipper Ponce De Leon . With Stand.N319PA,1:400,23.0,0.0,0.0,DRAGON WINGS,WAFFLECOLLECTIBLES,2013-04-13,False,4463.0
4508,DRW55092,3424.0,3424,PANAM,B737-400,N406KW,Dragon Wings Pan American World Airways B 737-4Q8 1:400 - 55092 - ID#3424; 1990s - Billboard  Colors. Named  Clipper Splendid. With Stand.N406KW,1:400,23.0,0.0,0.0,DRAGON WINGS,WAFFLECOLLECTIBLES,2013-04-13,False,4464.0
4509,DRW55142,3045.0,3045,PANAM,L1011-300,N514PA,Dragon Wings Pan American World Airways L-1011-385-3-500 1:400 - 55142 - ID#3045  1980s  Colors. Named  Clipper White Falcon . With Painted Belly. GSE = Lower Deck Loader. With Stand.N514PA,1:400,44.0,0.0,0.0,DRAGON WINGS,WAFFLECOLLECTIBLES,2013-04-13,False,4183.0
4510,DRW55155,3012.0,3012,PANAM,DC10-10,N60NA,Dragon Wings Pan American World Airways DC-10-10 1:400 - 55155 - ID#3012; 1980s  Colors. Named  Clipper Meteor . With Stand.N60NA,1:400,27.0,0.0,0.0,DRAGON WINGS,WAFFLECOLLECTIBLES,2013-04-13,False,4466.0
4511,JX051,7832.0,7832,PANAM,B727,N339PA,Jet-X Pan American World Airways B 727-021 1:400 - JX051 - ID#7832;  1970s  Colors. Named  Jet Clipper Dawn . With  Chrome  Belly. GSE = Passenger Stairs; Catering Truck; and Pallet Loader. Model 2 in a SET of 2.N339PA,1:400,25.75,0.0,0.0,JET-X,WAFFLECOLLECTIBLES,2013-04-13,False,4467.0
4512,DRW55201,3269.0,3269,CANADIAN Airlines,DC10-30,C-GCPD,Dragon Wings Canadian Airlines DC-10-30 1:400 - 55201 - ID#3269; MTV - FLY2K  Colors. With Stand. Exclusive for Mikerian Mercantile Ltd.C-GCPD,1:400,25.75,0.0,0.0,DRAGON WINGS,WAFFLECOLLECTIBLES,2013-04-13,False,4468.0
4514,GJAAL963,23782.0,23782,AMERICAN AIRLINES,EAGLE 360,N364MQ,Gemini Jets American Eagle 360 1:400 - GJAAL963 - ID#23782; 1980s  Colors. N364MQ,1:400,17.5,0.0,0.0,GEMINIJETS,WAFFLECOLLECTIBLES,2013-04-13,False,4470.0
4515,WID17684,17684.0,17684,TAA,A300-200,VH-TAA,Aeroclassics TAA Trans Australia Airlines A300B4-203 1:400 - NA - ID#17684; 1980s  Colors. With Numbered Card.VH-TAA,1:400,48.55,6.0,0.0,AEROCLASSICS,EBAY:MARTIN2005A,2013-04-19,False,3380.0
4516,17661,17661.0,17661,EVA AIR,B777-300ER,B-16705,Phoenix Models EVA Air B 777-35EER 1:400 - PH4EVA274 / PH10202 - ID#17661; 2003s  Colors. With Rolling Gears.B-16705,1:400,41.0,6.0,0.0,PHOENIX MODELS,EBAY:MARTIN2005A,2013-04-19,False,4472.0
4517,AC3BNBL,,35364,Air Mauritius,A330-200,3B-NBL,Aeroclassics Air Mauritius A330-202 1:400 - AC3BNBL - ID#35364;Late  2000s  Colors. 3B-NBL,1:400,25.95,0.0,0.0,AEROCLASSICS,JUSTPLANEFUN,2013-04-11,False,4473.0
4518,ACZKOJH,,35082,AIR NEW ZEALAND,A320-200,ZK-OJH,Aeroclassics Air New Zealand A320-232 1:400 - ACZKOJH - ID#35082; Star Alliance  Colors. With  15 Years  Logo. ZK-OJH,1:400,30.0,0.0,0.0,AEROCLASSICS,JUSTPLANEFUN,2013-04-11,False,4474.0
4521,ACCGSJB,,36646,Air Canada,A319-100,C-GSJB,Aeroclassics Air Canada Rouge A319-112 1:400 - ACCGSJB - ID#36646;  2010s  Rouge Colors. First flown with Rogue in July 2013. C-GSJB,1:400,30.56,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-12-26,False,4477.0
4522,ACN470EV,17603.0,17603,Evergreen,B747-200,N470EV,Aeroclassics Evergreen International B 747-273C 1:400 - ACN470EV - ID#17603;Second Version  Evergreen Supertanker  Colors. With Corrected  SuperTanker  Titles.N470EV,1:400,36.75,0.0,0.0,AEROCLASSICS,JUSTPLANEFUN,2013-04-13,False,4478.0
4523,HE555388,,33840,AIR INDIA,B787-800,VT-AND,Herpa Air India B 787-837 1:200 - 555388 - ID#33840; 2007s  Colors. With Gear & Stand. Plastic Model.VT-AND,1:200,72.0,0.0,0.0,HERPA,WAFFLECOLLECTIBLES,2012-09-25,False,4479.0
4524,HC-046B,,35858,United,DC8-50,N8046U,Aeroclassics United DC-8-54F 1:400 HC-046B Stars and Bars - Air Freighter.Exclusive for the 400scale Hangar Club. N8046U,1:400,34.0,2.0,0.0,AEROCLASSICS,HANGAR CLUB,2013-04-14,True,4456.0
4525,HC-046A,,35857,United,DC8-50,N8047U,Aeroclassics United DC-8-54F 1:400 HC-046A - ID#35857 Mainliner Livery - Jet Freighter. Exclusive for the 400scale Hangar Club. N8047U,1:400,34.0,2.0,0.0,AEROCLASSICS,HANGAR CLUB,2013-04-14,True,4455.0
4526,HC-046B,,35858,United,DC8-50,N8046U,Aeroclassics United DC-8-54F 1:400 HC-046B Stars and Bars - Air Freighter.Exclusive for the 400scale Hangar Club. N8046U,1:400,34.0,2.0,0.0,AEROCLASSICS,HANGAR CLUB,2013-04-14,True,4456.0
4527,HC-046A,,35857,United,DC8-50,N8047U,Aeroclassics United DC-8-54F 1:400 HC-046A - ID#35857 Mainliner Livery - Jet Freighter. Exclusive for the 400scale Hangar Club. N8047U,1:400,34.0,2.0,0.0,AEROCLASSICS,HANGAR CLUB,2013-04-14,True,4455.0
4528,HC-046B,,35858,United,DC8-50,N8046U,Aeroclassics United DC-8-54F 1:400 HC-046B Stars and Bars - Air Freighter.Exclusive for the 400scale Hangar Club. N8046U,1:400,34.0,2.0,0.0,AEROCLASSICS,HANGAR CLUB,2013-04-14,True,4456.0
4529,HC-046A,,35857,United,DC8-50,N8047U,Aeroclassics United DC-8-54F 1:400 HC-046A - ID#35857 Mainliner Livery - Jet Freighter. Exclusive for the 400scale Hangar Club. N8047U,1:400,34.0,2.0,0.0,AEROCLASSICS,HANGAR CLUB,2013-04-14,True,4455.0
4531,PH2LAN087,66958.0,35319,LAN Chile,B787-800,CC-BBA,Phoenix Models LAN Airlines B 787-816 1:200 - PH2LAN087 - ID#35319;  2008s  Colors.CC-BBA,1:200,68.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2013-03-27,False,4487.0
4532,PH4ANZ901,66961.0,35540,AIR NEW ZEALAND,A320-200,ZK-OJA,Phoenix Models Air New Zealand A320-232 1:400 PH4ANZ901 ID 35540  Lord of the Rings  Colors. With  Star Alliance  Logo. With Rolling Gears.ZK-OJA;,1:400,30.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2013-03-27,False,4488.0
4533,PH4ANZ901,66961.0,35540,AIR NEW ZEALAND,A320-200,ZK-OJA,Phoenix Models Air New Zealand A320-232 1:400 PH4ANZ901 ID 35540  Lord of the Rings  Colors. With  Star Alliance  Logo. With Rolling Gears.ZK-OJA;,1:400,30.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2013-03-27,False,4488.0
4534,PH4ANZ901,66961.0,35540,AIR NEW ZEALAND,A320-200,ZK-OJA,Phoenix Models Air New Zealand A320-232 1:400 PH4ANZ901 ID 35540  Lord of the Rings  Colors. With  Star Alliance  Logo. With Rolling Gears.ZK-OJA;,1:400,30.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2013-03-27,False,4488.0
4535,PH4ANZ901,66961.0,35540,AIR NEW ZEALAND,A320-200,ZK-OJA,Phoenix Models Air New Zealand A320-232 1:400 PH4ANZ901 ID 35540  Lord of the Rings  Colors. With  Star Alliance  Logo. With Rolling Gears.ZK-OJA;,1:400,30.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2013-03-27,False,4488.0
4536,PH4ANA898,66957.0,35318,ANA,B767-300,JA8674,Phoenix Models ANA All Nippon Airways B 767-381 1:400 - PH4ANA898 - ID#35318;60th anniversary special livery  Yume Jet -You&Me-  colors.JA8674,1:400,32.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2013-03-27,False,4492.0
4538,PH4NOK892,66951.0,35313,Nok Air,B737-800,HS-DBH,Phoenix Models Nok Air B 737-83NWL 1:400 - PH4NOK892 - ID#35313;Special 2012  Nemo  colors;HS-DBH,1:400,29.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2013-03-27,False,4494.0
4539,PH4QFA885,66944.0,35305,Qantas,A330-200,VH-EBH,Phoenix Models Qantas Airways A330-203 1:400 - PH4QFA885 - ID#35305 2007s  Colors.VH-EBH,1:400,33.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2013-03-27,False,4495.0
4540,PH4QFA885,66944.0,35305,Qantas,A330-200,VH-EBH,Phoenix Models Qantas Airways A330-203 1:400 - PH4QFA885 - ID#35305 2007s  Colors.VH-EBH,1:400,33.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2013-03-27,False,4496.0
4541,PH4QFA886,66945.0,35304,Qantas,A330-200,VH-EBV,Phoenix Models Qantas Airways A330-202 1:400 - PH4QFA886 - ID#35304; OneWorld  Colors. With Rolling Gears.VH-EBV,1:400,33.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2013-03-27,False,4497.0
4542,PH4SWR889,66948.0,35310,SWISSAIR,A340-300,HB-JMK,Phoenix Models Swiss A340-314 1:400 - PH4SWR889 - ID#35310 ; 2010s  colors;HB-JMK,1:400,33.95,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2013-03-27,False,4498.0
4543,ACSRSET,15152.0,15152,SWISSAIR,CV880,HB-ICL,Aeroclassics Swissair CV-880-22M-3 1:400 - ACSRSET - ID#15152; 1970s  Colors. With GSE. Model 2 in a SET of 2.HB-ICL,1:400,23.0,2.8,0.0,AEROCLASSICS,EBAY:AVATORDON,2013-05-01,False,4499.0
4544,ACSRSET,15151.0,15151,SWISSAIR,CV990,HB-ICA,Aeroclassics Swissair CV-990A-30-6 1:400 - ACSRSET - ID#15151;  1970s  Colors. With GSE. Model 1 in a SET of 2.HB-ICA,1:400,23.0,2.8,0.0,AEROCLASSICS,EBAY:AVATORDON,2013-05-01,False,4500.0
4545,ACVHECA,19526.0,19526,Qantas,L-188C,VH-ECA,Aeroclassics Qantas Airways L-188C Electra 1:400 - ACVHECA - ID#19526; 1950s  Colors. With Rolling Gears. Model 1 in a SET of 2.VH-ECA,1:400,18.0,2.8,0.0,AEROCLASSICS,EBAY:AVATORDON,2013-05-01,False,4501.0
4546,ACVHEAP,19527.0,19527,Qantas,L1049G,VH-EAP,Aeroclassics Qantas Airways L-1049G-82-53 Super Constellation 1:400 - ACVHEAP - ID#19527;  1950s  Colors. Model 2 in a SET of 2.VH-EAP,1:400,18.0,2.8,0.0,AEROCLASSICS,EBAY:AVATORDON,2013-05-01,False,4502.0
4547,DRW55109,3074.0,3074,Virgin Atlantic,A340-300,G-VAEL,Dragon Wings Virgin Atlantic Airways A340-311 1:400 - 55109 - ID#3074; 1998s  Colors. With Stand. Named  Maiden Toulouse. Exclusive to Gulliver Japan. G-VAEL,1:400,32.0,3.5,0.0,DRAGON WINGS,EBAY:AVATORDON,2013-05-01,False,4503.0
4548,HC-021,16827.0,16827,INDIAN AIRLINES,A300-200,VT-EVD,Aeroclassics Indian Airlines A300B4-203 1:400 - HC-021 - ID#16827 . With  50 Years Of Flying  Titles. Exclusive for Hangar Club members.  VT-EVD,1:400,66.0,4.0,0.0,AEROCLASSICS,EBAY:AVATORDON,2013-05-01,True,1174.0
4549,BB4-2003-23,3998.0,3998,Eastern Airlines,B747-100,N735PA,BigBird400 Eastern Airlines B 747-121 1:400 - BB4-2003-23 - ID#3998;  1970s - Hockey Stick  Colors.N735PA,1:400,43.0,3.8,0.0,BIGBIRD400,EBAY:AVATORDON,2013-05-01,False,4505.0
4550,ACLNAEO,17060.0,17060,Nigeria Airways,B747-200,LN-AEO,Aeroclassics Nigeria Airways B 747-283B 1:400 - ACLNAEO - ID#17060; 1980s  Colors.LN-AEO,1:400,37.95,0.0,0.0,AEROCLASSICS,JUSTPLANEFUN,2013-04-13,False,4506.0
4551,ACGBDXB,17061.0,17061,Nigeria Airways,B747-200,G-BDXB,Aeroclassics Nigeria Airways B 747-236B 1:400 - ACGBDXB - ID#17061;  1980s  Colors. With Small  British Airways  Titles.G-BDXB,1:400,29.95,0.0,0.0,AEROCLASSICS,JUSTPLANEFUN,2013-04-13,False,4507.0
4553,WTW4773002,,34358,KLM,B777-300ER,PH-BVI,Witty Wings KLM Royal Dutch Airlines B 777-306ER 1:400 - WTW4773002 - ID#34358; 1990s  Colors. With  SkyTeam  Logo.PH-BVI,1:400,40.45,0.0,0.0,WITTY WINGS,WAFFLECOLLECTIBLES,2013-02-08,False,4509.0
4554,HE562348,,33854,Aeroflot,TU-144,CCCP-77101,Herpa Aeroflot TU-144 1:400 - 562348 - ID#33854; 1970s  Colors. Metal Model.CCCP-77101,1:400,33.95,0.0,0.0,HERPA,WAFFLECOLLECTIBLES,2013-04-08,False,4510.0
4555,DRW55218,,3499,TAP Air Portugal,A321-200,CS-THE,Dragon Wings TAP Air Portugal A321-211 1:400 - 55218 - ID#3499; 1990s  Colors. Named  Péro Vaz de Caminha . With Stand. Exclusive for TAP Air Portugal.CS-THE,1:400,13.0,0.0,0.0,DRAGON WINGS,WAFFLECOLLECTIBLES,2013-04-13,False,4511.0
4557,ACCSTNP,,35086,TAP Air Portugal,A320-200,CS-TNP,Aeroclassics TAP Air Portugal A320-214 1:400 - ACCSTNP - ID#35086;  Star Alliance  Colors. Named  Alexandre O'Neill . With  15 Years  Logo.CS-TNP,1:400,38.95,0.0,0.0,AEROCLASSICS,JUSTPLANEFUN,2013-04-11,False,4513.0
4558,ACN475UA,,30768,United,A320-200,N475UA,Aeroclassics United Airlines A320-232 1:400 - ACN475UA - ID#30768;  Stars & Bars - Retro  Colors. With  A320 Friend Ship  Titles.N475UA,1:400,35.95,0.0,0.0,AEROCLASSICS,JUSTPLANEFUN,2013-04-11,False,4514.0
4560,ACPPVMD,21537.0,21537,VARIG,DC10-30,PP-VMD,Aeroclassics VARIG DC-10-30 1:400 - ACPPVMD - ID#21537; 1980s  Colors;  1994 World Cup  Scheme.  Latin Classics  Release. Exclusive for ADAMJets.com;PP-VMD,1:400,41.0,5.0,0.0,AEROCLASSICS,ebay:xav1313,2013-04-30,False,4516.0
4562,IF4742001,,32734,BRITISH AIRWAYS,B747-200,G-BDXI,Inflight400 British Airways B 747-236B 1:400 - IF4742001 - ID#32734;Landor  Colors. G-BDXI,1:400,33.25,0.0,0.0,INFLIGHT400,WAFFLECOLLECTIBLES,2012-03-31,False,4518.0
4563,IF4741001,,32735,BRITISH AIRWAYS,B747-100,G-AWNE,Inflight400 British Airways B 747-136 1:400 - IF4741001 - ID#32735; Landor  Colors.G-AWNE,1:400,33.25,0.0,0.0,INFLIGHT400,WAFFLECOLLECTIBLES,2012-03-31,False,4519.0
4564,ACBLAX,67027.0,35504,Cathay Pacific,A330-300,B-LAX,Aeroclassics Cathay Pacific A330-343X 1:400 - ACBLAX - ID#35504; 1997s  Colors. With Rolling Gears. B-LAX,1:400,32.26,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4520.0
4565,ACBLAX,67027.0,35504,Cathay Pacific,A330-300,B-LAX,Aeroclassics Cathay Pacific A330-343X 1:400 - ACBLAX - ID#35504; 1997s  Colors. With Rolling Gears. B-LAX,1:400,32.26,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4521.0
4569,ACBHLF,67026.0,35503,Cathay Pacific,A330-300,B-HLF,Aeroclassics Cathay Pacific A330-342 1:400 - ACBHLF - ID#35503  1997s  Colors. With Rolling Gears.B-HLF,1:400,32.26,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4525.0
4570,ACBHLF,67026.0,35503,Cathay Pacific,A330-300,B-HLF,Aeroclassics Cathay Pacific A330-342 1:400 - ACBHLF - ID#35503  1997s  Colors. With Rolling Gears.B-HLF,1:400,32.26,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4526.0
4571,ACBHLF,67026.0,35503,Cathay Pacific,A330-300,B-HLF,Aeroclassics Cathay Pacific A330-342 1:400 - ACBHLF - ID#35503  1997s  Colors. With Rolling Gears.B-HLF,1:400,32.26,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4527.0
4572,ACBHLF,67026.0,35503,Cathay Pacific,A330-300,B-HLF,Aeroclassics Cathay Pacific A330-342 1:400 - ACBHLF - ID#35503  1997s  Colors. With Rolling Gears.B-HLF,1:400,37.29,0.0,0.0,AEROCLASSICS,eztoys,2013-05-08,False,4528.0
4573,ACBHLF,67026.0,35503,Cathay Pacific,A330-300,B-HLF,Aeroclassics Cathay Pacific A330-342 1:400 - ACBHLF - ID#35503  1997s  Colors. With Rolling Gears.B-HLF,1:400,37.29,0.0,0.0,AEROCLASSICS,eztoys,2013-05-08,False,4529.0
4574,LCPPVJC,67141.0,35522,VARIG,SE210,PP-VJC,Aeroclassics VARIG Se-210 Caravelle III 1:400 - LCPPVJC - ID#35522; Delivery  Colors. Polished belly.PP-VJC,1:400,30.56,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4530.0
4575,LCPPVJC,67141.0,35522,VARIG,SE210,PP-VJC,Aeroclassics VARIG Se-210 Caravelle III 1:400 - LCPPVJC - ID#35522; Delivery  Colors. Polished belly.PP-VJC,1:400,30.56,0.75,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4530.0
4576,LCPPVJC,67141.0,35522,VARIG,SE210,PP-VJC,Aeroclassics VARIG Se-210 Caravelle III 1:400 - LCPPVJC - ID#35522; Delivery  Colors. Polished belly.PP-VJC,1:400,30.56,0.75,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4530.0
4577,LCPPVJC,67141.0,35522,VARIG,SE210,PP-VJC,Aeroclassics VARIG Se-210 Caravelle III 1:400 - LCPPVJC - ID#35522; Delivery  Colors. Polished belly.PP-VJC,1:400,34.29,0.0,0.0,AEROCLASSICS,eztoys,2013-05-08,False,4530.0
4581,LCPPCJB,67139.0,35505,Cruzeiro,SE210,PP-CJB,Aeroclassics Cruzeiro Se-210 Caravelle III 1:400 - LCPPCJB - ID#35505;  1970s  Colors. With polished belly.PP-CJB,1:400,34.29,0.0,0.0,AEROCLASSICS,eztoys,2013-05-08,False,4537.0
4582,ACECLUB,67033.0,35511,Iberia,A330-300,EC-LUB,Aeroclassics Iberia A330-302 1:400 - ACECLUB - ID#35511;  2010s  Colors. Named Tikal.EC-LUB,1:400,32.26,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4538.0
4583,ACECLUB,67033.0,35511,Iberia,A330-300,EC-LUB,Aeroclassics Iberia A330-302 1:400 - ACECLUB - ID#35511;  2010s  Colors. Named Tikal.EC-LUB,1:400,32.26,1.0,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4539.0
4587,ACBHWH,67031.0,35508,Dragonair,A330-300,B-HWH,Aeroclassics Dragonair A330-343X 1:400 - ACBHWH - ID#35508; 2000s  colors;B-HWH,1:400,32.26,0.75,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4543.0
4589,ACBHYA,67032.0,35509,Dragonair,A330-300,B-HYA,Aeroclassics Dragonair A330-342 1:400 - ACBHYA - ID#35509; 2010s  colors. 'Operated By Air China'.B-HYA,1:400,32.26,0.75,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4545.0
4590,ACBHYF,67029.0,35506,Dragonair,A330-300,B-HYF,Aeroclassics Dragonair A330-342 1:400 - ACBHYF - ID#35506  2010s  colors. With rolling wheels. 25th Anniversary Livery.B-HYF,1:400,32.26,0.75,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4546.0
4591,ACBHWH,67031.0,35508,Dragonair,A330-300,B-HWH,Aeroclassics Dragonair A330-343X 1:400 - ACBHWH - ID#35508; 2000s  colors;B-HWH,1:400,32.26,0.75,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4547.0
4592,ACBHWI,67030.0,35507,Dragonair,A330-300,B-HWI,Aeroclassics Dragonair A330-343X 1:400 - ACBHWI - ID#35507;  2000s  colors;B-HWI,1:400,32.26,0.75,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4548.0
4593,ACBHYA,67032.0,35509,Dragonair,A330-300,B-HYA,Aeroclassics Dragonair A330-342 1:400 - ACBHYA - ID#35509; 2010s  colors. 'Operated By Air China'.B-HYA,1:400,32.26,0.5,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4549.0
4594,ACDABOX,67034.0,35512,Lufthansa,B707-300,D-ABOX,Aeroclassics Lufthansa B 707-330B 1:400 - ACDABOX - ID#35512; 1980s  colors. Named ''Koeln'';D-ABOX,1:400,32.26,0.5,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4550.0
4595,ACDABUB,67133.0,35513,Lufthansa,B707-300,D-ABUB,Aeroclassics Lufthansa B 707-330B 1:400 - ACDABUB - ID#35513; 1980s  Colors. Named  Stuttgart .D-ABUB,1:400,32.26,0.5,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4551.0
4596,ACDABUI,67134.0,35514,Lufthansa,B707-300,D-ABUI,Aeroclassics Lufthansa B 707-330C 1:400 - ACDABUI - ID#35514; 1980s  Colors. Named  Asia .  D-ABUI,1:400,32.26,0.5,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4552.0
4597,ACFBNKA,67138.0,35501,Air Inter,SE210,F-BNKA,Aeroclassics Air Inter Se-210 Caravelle III 1:400 - ACFBNKA - ID#35501; 1970s  Colors.F-BNKA,1:400,30.56,0.5,0.0,AEROCLASSICS,WAFFLECOLLECTIBLES,2013-04-28,False,4553.0
4599,PH2AFL088,66960.0,35321,Aeroflot,TU154,RA-85811,Phoenix Models Aeroflot TU-154M 1:200;ID#35321;PH2AFL088; 1990s  Colors. With Rolling Gears.RA-85811,1:200,40.0,0.0,0.0,PHOENIX MODELS,WAFFLECOLLECTIBLES,2013-03-27,False,4555.0
4600,BB4-2004-20,6728.0,6728,Air France,B747-200,F-GCBD,BigBird400 Air France B 747-228BSF 1:400 - BB4-2004-20 - ID#6728;  1990s  Colors. With  SkyTeam  Logo. With  Air France Cargo  Titles.F-GCBD,1:400,47.1,7.2,0.0,BIGBIRD400,ebay:eddleston7423,2013-05-12,False,4556.0
4601,BB4-2003-35,3988.0,3988,Braniff,B747-100,N610BN,BigBird400 Braniff International B 747-130 1:400 - BB4-2003-35 - ID#3988;  Flying Colors - Ultra . N610BN,1:400,25.83,7.2,0.0,BIGBIRD400,ebay:eddleston7423,2013-05-12,False,4557.0
4602,WID10500,10500.0,10500,United,B747-100,N157UA,BigBird400 United Airlines B 747-123 1:400 - BB4-2005-XX - ID#10500;  1980s  Colors. N157UA,1:400,36.2,7.2,0.0,BIGBIRD400,ebay:eddleston7423,2013-05-12,False,4558.0
4603,WID6172,6172.0,6172,Air France,B707-300,F-BHSE,BigBird400 Air France B 707-328 1:400 - BB4-2004-XX - ID#6172; 1970s  Colors. Named  Chateau de Rambouillet . With  Japan Airlines  Logo.F-BHSE,1:400,32.02,7.0,0.0,BIGBIRD400,ebay:eddleston7423,2013-05-12,False,4559.0
4604,JC4QFA139,23657.0,23657,Qantas,C47,VH-EDC,JC Wings Qantas Airways C-47A-DK 1:400 - JC4QFA139 - ID#23657; 1950s  Colors. With Rolling Gears.VH-EDC,1:400,17.0,2.0,0.0,JC WINGS,EBAY:JOHAN CHAN,2013-05-06,False,4560.0
4605,JXL118,19223.0,19223,Horizon Air,DHC8-400,N425QX,Jet-X Horizon Air DHC-8-402Q400 1:200 - JXL118 - ID#19223; 25th Anniversary  Colors. With Rolling Gears.N425QX,1:200,22.0,6.0,0.0,JET-X,EBAY:JOHAN CHAN,2013-05-06,False,4561.0
4606,JETL180B,25044.0,25044,United,B727-200,N7645U,Jet-X United Airlines B 727-222 1:200 - JETL180B - ID#25044; 1970s - Stars & Bars  Colors. With  727 Friend Ship  Titles.N7645U,1:200,36.0,7.5,0.0,JET-X,EBAY:JOHAN CHAN,2013-05-06,False,4562.0
4607,JC2CCA565,66937.0,35342,Air China,B777-300ER,B-2035,JC Wings Air China B 777-39LER 1:200 - JC2CCA565  - ID#35342;Colorful livery named  Smiling China .B-2035,1:200,58.0,10.0,0.0,JC WINGS,EBAY:JOHAN CHAN,2013-05-06,False,4563.0
4608,JC2BAW063,22278.0,22278,British Airways,VC10-1151,G-ASGF,JC Wings British Airways VC-10-1151 1:200 - JC2BAW063 - ID#22278; 1970s - Red Tail  Colors. With Rolling Gears.G-ASGF,1:200,36.0,7.0,0.0,JC WINGS,RUSSELL EPSTEIN,2016-03-01,False,4564.0
4609,JC2HDA551,66936.0,35341,Dragonair,A330-300,B-HYF,JC Wings Dragonair A330-342 1:200 - JC2HDA551 - ID#35341; 25th Anniversary  Colors. With Stand.B-HYF,1:200,53.0,10.0,0.0,JC WINGS,EBAY:JOHAN CHAN,2013-05-06,False,4565.0
4610,JC2TAA873,66930.0,35336,TAA,B727,VH-TJB,JC Wings TAA Trans Australia Airlines B 727-76 1:200 - XX2872 - ID#35336 ; did#66930; JC2TAA873; 1960s  Colors. With  The Nation's JetLine  Titles. With Rolling Gears.VH-TJB,1:200,36.0,7.5,0.0,JC WINGS,EBAY:JOHAN CHAN,2013-05-06,False,4566.0
